"month","gender","type","n","pp","npp"
2012-11-01,"F","Disabled Concession",245589,9184,26.740962543554
2012-12-01,"C","Over 60 Concession",19847,1200,16.5391666666667
2012-12-01,"M","Over 60 Concession",1671717,85356,19.5852312666948
2012-12-01,"F","Over 60 Concession",2042610,120659,16.9287827679659
2012-12-01,"U","Disabled Concession",2720,120,22.6666666666667
2012-12-01,"M","Disabled Concession",291231,9408,30.9556760204082
2012-12-01,"C","Disabled Concession",299,17,17.5882352941176
2012-12-01,"U","Over 60 Concession",262619,13423,19.5648513745064
2012-12-01,"F","Disabled Concession",211052,9060,23.2949227373068
2013-01-01,"F","Disabled Concession",207325,8918,23.2479255438439
2013-01-01,"U","Over 60 Concession",248704,13155,18.9056632459141
2013-01-01,"M","Disabled Concession",297621,9336,31.8788560411311
2013-01-01,"M","Over 60 Concession",1687149,85735,19.6786493264128
2013-01-01,"U","Disabled Concession",2832,114,24.8421052631579
2013-01-01,"C","Over 60 Concession",19352,1190,16.2621848739496
2013-01-01,"C","Disabled Concession",255,18,14.1666666666667
2013-01-01,"F","Over 60 Concession",1905971,118197,16.1253754325406
2013-02-01,"F","Disabled Concession",208575,9001,23.1724252860793
2013-02-01,"F","Over 60 Concession",1943658,116062,16.7467215798453
2013-02-01,"C","Over 60 Concession",19504,1170,16.6700854700855
2013-02-01,"C","Disabled Concession",270,19,14.2105263157895
2013-02-01,"U","Disabled Concession",2481,109,22.7614678899083
2013-02-01,"U","Over 60 Concession",248448,12837,19.3540546856742
2013-02-01,"M","Over 60 Concession",1597528,82533,19.35623326427
2013-02-01,"M","Disabled Concession",290256,9360,31.0102564102564
2013-03-01,"U","Over 60 Concession",263195,12972,20.2894696268887
2013-03-01,"C","Disabled Concession",328,23,14.2608695652174
2013-03-01,"C","Over 60 Concession",20195,1184,17.0565878378378
2013-03-01,"U","Disabled Concession",2691,107,25.1495327102804
2013-03-01,"M","Disabled Concession",313583,9360,33.5024572649573
2013-03-01,"F","Disabled Concession",223692,9057,24.6982444518052
2013-03-01,"M","Over 60 Concession",1721431,84229,20.4375096463213
2013-03-01,"F","Over 60 Concession",2044665,116802,17.5053937432578
2013-04-01,"F","Disabled Concession",239762,9199,26.0639199913034
2013-04-01,"M","Over 60 Concession",1794148,83929,21.3769733941784
2013-04-01,"M","Disabled Concession",326787,9460,34.5440803382664
2013-04-01,"C","Disabled Concession",260,18,14.4444444444444
2013-04-01,"U","Over 60 Concession",279708,13118,21.3224576917213
2013-04-01,"U","Disabled Concession",2953,116,25.4568965517241
2013-04-01,"C","Over 60 Concession",21831,1185,18.4227848101266
2013-04-01,"F","Over 60 Concession",2200253,118207,18.6135592646798
2013-05-01,"F","Over 60 Concession",2311452,118718,19.4701056284641
2013-05-01,"M","Over 60 Concession",1893434,84031,22.5325653627828
2013-05-01,"M","Disabled Concession",341404,9557,35.7229256042691
2013-05-01,"U","Over 60 Concession",293368,12999,22.5685052696361
2013-05-01,"C","Disabled Concession",316,22,14.3636363636364
2013-05-01,"U","Disabled Concession",3076,118,26.0677966101695
2013-05-01,"C","Over 60 Concession",22814,1199,19.0275229357798
2013-05-01,"F","Disabled Concession",255213,9262,27.5548477650615
2013-06-01,"F","Disabled Concession",262426,9453,27.7611340315244
2013-06-01,"M","Disabled Concession",340567,9537,35.7100765439866
2013-06-01,"U","Over 60 Concession",294758,13075,22.5436328871893
2013-06-01,"C","Disabled Concession",209,19,11
2013-06-01,"F","Over 60 Concession",2351237,119476,19.6795758143895
2013-06-01,"M","Over 60 Concession",1900681,84335,22.5372739669176
2013-06-01,"U","Disabled Concession",3412,125,27.296
2013-06-01,"C","Over 60 Concession",23207,1176,19.733843537415
2013-07-01,"F","Disabled Concession",274241,9568,28.6623118729097
2013-07-01,"U","Over 60 Concession",309212,13154,23.5070700927475
2013-07-01,"C","Disabled Concession",248,18,13.7777777777778
2013-07-01,"F","Over 60 Concession",2444571,120103,20.3539545223683
2013-07-01,"M","Over 60 Concession",2013425,85703,23.4930515851254
2013-07-01,"C","Over 60 Concession",24228,1178,20.5670628183362
2013-07-01,"M","Disabled Concession",357050,9634,37.0614490346689
2013-07-01,"U","Disabled Concession",3487,116,30.0603448275862
2013-08-01,"M","Disabled Concession",352528,9645,36.5503369621566
2013-08-01,"U","Disabled Concession",3245,118,27.5
2013-08-01,"C","Over 60 Concession",23368,1186,19.7032040472175
2013-08-01,"F","Disabled Concession",266690,9464,28.179416737109
2013-08-01,"M","Over 60 Concession",1996172,85225,23.4223760633617
2013-08-01,"U","Over 60 Concession",307094,12999,23.6244326486653
2013-08-01,"F","Over 60 Concession",2415937,120406,20.0649220138531
2013-08-01,"C","Disabled Concession",273,20,13.65
2013-09-01,"F","Over 60 Concession",2337495,120287,19.432648582141
2013-09-01,"U","Over 60 Concession",294224,13010,22.6152190622598
2013-09-01,"C","Over 60 Concession",23088,1195,19.3205020920502
2013-09-01,"F","Disabled Concession",266596,9550,27.9158115183246
2013-09-01,"C","Disabled Concession",281,19,14.7894736842105
2013-09-01,"M","Over 60 Concession",1920648,85797,22.3859575509633
2013-09-01,"U","Disabled Concession",3303,115,28.7217391304348
2013-09-01,"M","Disabled Concession",344123,9705,35.4583204533745
2013-10-01,"U","Over 60 Concession",301032,12942,23.260083449235
2013-10-01,"C","Disabled Concession",342,23,14.8695652173913
2013-10-01,"U","Disabled Concession",3189,110,28.9909090909091
2013-10-01,"C","Over 60 Concession",23710,1198,19.7913188647746
2013-10-01,"F","Disabled Concession",268852,9528,28.2170445004198
2013-10-01,"M","Over 60 Concession",1969650,85962,22.9130313394291
2013-10-01,"F","Over 60 Concession",2421637,120330,20.1249646804621
2013-10-01,"M","Disabled Concession",358289,9794,36.5824994894834
2013-11-01,"U","Over 60 Concession",292338,12976,22.529130702836
2013-11-01,"M","Over 60 Concession",1900210,86977,21.8472699679226
2013-11-01,"F","Over 60 Concession",2393541,121683,19.6702990557432
2013-11-01,"M","Disabled Concession",342343,9824,34.8476180781759
2013-11-01,"C","Disabled Concession",225,17,13.2352941176471
2013-11-01,"C","Over 60 Concession",23414,1198,19.5442404006678
2013-11-01,"U","Disabled Concession",3108,106,29.3207547169811
2013-11-01,"F","Disabled Concession",256028,9483,26.9986291258041
2013-12-01,"F","Disabled Concession",236106,9415,25.0776420605417
2013-12-01,"U","Over 60 Concession",264344,12707,20.803021956402
2013-12-01,"M","Over 60 Concession",1762963,86460,20.3905042794356
2013-12-01,"F","Over 60 Concession",2138701,120337,17.7725969568794
2013-12-01,"M","Disabled Concession",314034,9799,32.0475558730483
2013-12-01,"C","Disabled Concession",251,21,11.952380952381
2013-12-01,"U","Disabled Concession",2775,105,26.4285714285714
2013-12-01,"C","Over 60 Concession",20883,1227,17.0195599022005
2014-01-01,"U","Disabled Concession",2907,105,27.6857142857143
2014-01-01,"F","Over 60 Concession",2216929,115892,19.1292669036689
2014-01-01,"C","Disabled Concession",258,16,16.125
2014-01-01,"M","Over 60 Concession",1845718,84136,21.9373157744604
