"month","age5","type","n","pp","npp"
2015-04-01,26,"Disabled Concession",35384,1197,29.5605680868839
2015-04-01,66,"Disabled Concession",858,26,33
2015-05-01,0,"Disabled Concession",-1,-1,-1
2015-05-01,31,"Disabled Concession",36015,1103,32.6518585675431
2015-05-01,21,"Disabled Concession",22327,987,22.6210739614995
2015-05-01,66,"Disabled Concession",971,27,35.962962962963
2015-05-01,81,"Over 60 Concession",851389,41464,20.5332095311596
2015-05-01,51,"Disabled Concession",87918,2630,33.428897338403
2015-05-01,36,"Disabled Concession",39119,1224,31.9599673202614
2015-05-01,10,"Disabled Concession",2007,170,11.8058823529412
2015-05-01,76,"Over 60 Concession",814350,38558,21.1201307121739
2015-05-01,71,"Over 60 Concession",957164,46719,20.4876816712686
2015-05-01,66,"Over 60 Concession",1056912,54297,19.465384827891
2015-05-01,5,"Disabled Concession",616,45,13.6888888888889
2015-05-01,41,"Disabled Concession",52325,1571,33.3068109484405
2015-05-01,61,"Disabled Concession",71470,2407,29.6925633568758
2015-05-01,16,"Disabled Concession",9167,561,16.3404634581105
2015-05-01,76,"Disabled Concession",-1,-1,-1
2015-05-01,56,"Disabled Concession",88918,2823,31.4976974849451
2015-05-01,46,"Disabled Concession",70905,2224,31.8817446043165
2015-05-01,61,"Over 60 Concession",366026,18331,19.9675958758387
2015-05-01,71,"Disabled Concession",-1,-1,-1
2015-05-01,26,"Disabled Concession",31913,1146,27.847294938918
2015-05-01,81,"Disabled Concession",-1,-1,-1
2015-06-01,10,"Disabled Concession",1730,149,11.6107382550336
2015-06-01,16,"Disabled Concession",8846,521,16.978886756238
2015-06-01,81,"Disabled Concession",-1,-1,-1
2015-06-01,56,"Disabled Concession",88528,2717,32.582995951417
2015-06-01,81,"Over 60 Concession",902569,42155,21.4107223342427
2015-06-01,31,"Disabled Concession",35832,1053,34.02849002849
2015-06-01,76,"Over 60 Concession",860088,39132,21.9791475007666
2015-06-01,5,"Disabled Concession",529,31,17.0645161290323
2015-06-01,26,"Disabled Concession",31373,1080,29.0490740740741
2015-06-01,66,"Over 60 Concession",1112216,54605,20.3683911729695
2015-06-01,21,"Disabled Concession",22592,936,24.1367521367521
2015-06-01,71,"Disabled Concession",-1,-1,-1
2015-06-01,41,"Disabled Concession",52623,1500,35.082
2015-06-01,0,"Disabled Concession",-1,-1,-1
2015-06-01,51,"Disabled Concession",86732,2552,33.9858934169279
2015-06-01,46,"Disabled Concession",70211,2122,33.0871819038643
2015-06-01,76,"Disabled Concession",-1,-1,-1
2015-06-01,71,"Over 60 Concession",1010186,47468,21.2814106345327
2015-06-01,61,"Over 60 Concession",380373,18275,20.8138440492476
2015-06-01,36,"Disabled Concession",39076,1156,33.80276816609
2015-06-01,61,"Disabled Concession",71768,2299,31.217050891692
2015-06-01,66,"Disabled Concession",1070,27,39.6296296296296
2015-07-01,46,"Disabled Concession",68669,2062,33.3021338506305
2015-07-01,76,"Over 60 Concession",876451,38852,22.5587099763204
2015-07-01,71,"Disabled Concession",-1,-1,-1
2015-07-01,51,"Disabled Concession",84456,2442,34.5847665847666
2015-07-01,81,"Disabled Concession",-1,-1,-1
2015-07-01,66,"Disabled Concession",1018,26,39.1538461538462
2015-07-01,61,"Disabled Concession",68525,2188,31.3185557586837
2015-07-01,41,"Disabled Concession",51174,1482,34.5303643724696
2015-07-01,56,"Disabled Concession",86766,2602,33.3458877786318
2015-07-01,71,"Over 60 Concession",1030946,47373,21.7623118654086
2015-07-01,31,"Disabled Concession",34196,1016,33.6574803149606
2015-07-01,36,"Disabled Concession",37372,1113,33.5777178796047
2015-07-01,76,"Disabled Concession",-1,-1,-1
2015-07-01,5,"Disabled Concession",855,42,20.3571428571429
2015-07-01,81,"Over 60 Concession",907534,41231,22.0109626252092
2015-07-01,21,"Disabled Concession",20468,875,23.392
2015-07-01,61,"Over 60 Concession",377883,17905,21.1048869030997
2015-07-01,0,"Disabled Concession",-1,-1,-1
2015-07-01,10,"Disabled Concession",2027,166,12.210843373494
2015-07-01,16,"Disabled Concession",7789,502,15.5159362549801
2015-07-01,26,"Disabled Concession",29704,1034,28.7272727272727
2015-07-01,66,"Over 60 Concession",1124386,54632,20.5810880070288
2015-08-01,5,"Disabled Concession",899,45,19.9777777777778
2015-08-01,10,"Disabled Concession",1972,153,12.8888888888889
2015-08-01,51,"Disabled Concession",78013,2297,33.962995211145
2015-08-01,16,"Disabled Concession",7490,441,16.984126984127
2015-08-01,71,"Over 60 Concession",968649,46342,20.902183764188
2015-08-01,61,"Disabled Concession",62673,2102,29.8158896289248
2015-08-01,26,"Disabled Concession",27082,982,27.5784114052953
2015-08-01,66,"Disabled Concession",916,23,39.8260869565217
2015-08-01,56,"Disabled Concession",79503,2491,31.9160979526295
2015-08-01,76,"Disabled Concession",-1,-1,-1
2015-08-01,31,"Disabled Concession",29847,963,30.993769470405
2015-08-01,0,"Disabled Concession",-1,-1,-1
2015-08-01,66,"Over 60 Concession",1053076,53150,19.8132831608655
2015-08-01,81,"Over 60 Concession",850636,40217,21.1511549842107
2015-08-01,41,"Disabled Concession",45755,1365,33.5201465201465
2015-08-01,76,"Over 60 Concession",823865,37977,21.6937883455776
2015-08-01,21,"Disabled Concession",18729,823,22.7569866342649
2015-08-01,61,"Over 60 Concession",348687,17249,20.2149110093339
2015-08-01,46,"Disabled Concession",61644,1943,31.7261966031909
2015-08-01,71,"Disabled Concession",-1,-1,-1
2015-08-01,36,"Disabled Concession",32499,1028,31.613813229572
2015-08-01,81,"Disabled Concession",-1,-1,-1
2015-09-01,26,"Disabled Concession",28406,960,29.5895833333333
2015-09-01,61,"Disabled Concession",62327,2017,30.9008428358949
2015-09-01,71,"Disabled Concession",-1,-1,-1
2015-09-01,76,"Over 60 Concession",847641,38418,22.0636420427924
2015-09-01,31,"Disabled Concession",29506,921,32.0369163952226
2015-09-01,66,"Disabled Concession",973,21,46.3333333333333
2015-09-01,10,"Disabled Concession",1945,164,11.859756097561
2015-09-01,61,"Over 60 Concession",337515,16220,20.8085696670777
2015-09-01,0,"Disabled Concession",-1,-1,-1
2015-09-01,51,"Disabled Concession",76646,2263,33.8692001767565
2015-09-01,66,"Over 60 Concession",1066363,52859,20.1737263285344
2015-09-01,36,"Disabled Concession",33465,1027,32.5851996105161
2015-09-01,5,"Disabled Concession",625,36,17.3611111111111
2015-09-01,56,"Disabled Concession",79979,2459,32.5250101667344
2015-09-01,41,"Disabled Concession",45368,1352,33.5562130177515
2015-09-01,21,"Disabled Concession",20030,829,24.1616405307599
2015-09-01,81,"Disabled Concession",-1,-1,-1
2015-09-01,76,"Disabled Concession",-1,-1,-1
2015-09-01,71,"Over 60 Concession",990400,46802,21.1614888252639
2015-09-01,81,"Over 60 Concession",875712,40343,21.7066653446695
2015-09-01,46,"Disabled Concession",60980,1873,32.5573945541911
2015-09-01,16,"Disabled Concession",8910,497,17.9275653923541
2015-10-01,41,"Disabled Concession",44243,1302,33.9807987711213
2015-10-01,81,"Disabled Concession",-1,-1,-1
2015-10-01,71,"Over 60 Concession",999829,47098,21.2286933627755
2015-10-01,36,"Disabled Concession",32305,985,32.7969543147208
2015-10-01,81,"Over 60 Concession",864348,39800,21.7172864321608
2015-10-01,56,"Disabled Concession",76467,2345,32.6085287846482
2015-10-01,61,"Over 60 Concession",341850,16604,20.5884124307396
2015-10-01,10,"Disabled Concession",1874,146,12.8356164383562
2015-10-01,46,"Disabled Concession",59139,1811,32.6554389839867
2015-10-01,66,"Disabled Concession",874,24,36.4166666666667
2015-10-01,0,"Disabled Concession",-1,-1,-1
2015-10-01,76,"Over 60 Concession",844722,38231,22.0952106928932
2015-10-01,16,"Disabled Concession",8260,479,17.2442588726514
2015-10-01,51,"Disabled Concession",73049,2146,34.0396085740913
2015-10-01,26,"Disabled Concession",26731,916,29.1823144104803
2015-10-01,21,"Disabled Concession",19332,808,23.9257425742574
2015-10-01,31,"Disabled Concession",27622,864,31.9699074074074
2015-10-01,66,"Over 60 Concession",1083509,53565,20.2279286847755
2015-10-01,71,"Disabled Concession",-1,-1,-1
2015-10-01,76,"Disabled Concession",-1,-1,-1
2015-10-01,5,"Disabled Concession",632,43,14.6976744186047
2015-10-01,61,"Disabled Concession",58824,1921,30.6215512753774
2015-11-01,66,"Over 60 Concession",1035815,55440,18.6835317460317
2015-11-01,36,"Disabled Concession",29805,939,31.741214057508
2015-11-01,76,"Over 60 Concession",765940,38056,20.1266554551188
2015-11-01,66,"Disabled Concession",650,23,28.2608695652174
2015-11-01,61,"Over 60 Concession",326941,17008,19.2227775164628
2015-11-01,16,"Disabled Concession",7865,437,17.9977116704805
2015-11-01,26,"Disabled Concession",24414,848,28.7900943396226
2015-11-01,46,"Disabled Concession",52423,1686,31.0931198102017
2015-11-01,61,"Disabled Concession",50619,1790,28.2787709497207
2015-11-01,5,"Disabled Concession",433,35,12.3714285714286
2015-11-01,71,"Disabled Concession",-1,-1,-1
2015-11-01,76,"Disabled Concession",-1,-1,-1
2015-11-01,41,"Disabled Concession",39523,1248,31.6690705128205
2015-11-01,10,"Disabled Concession",1465,127,11.5354330708661
2015-11-01,56,"Disabled Concession",67964,2212,30.7251356238698
2015-11-01,0,"Disabled Concession",-1,-1,-1
2015-11-01,81,"Over 60 Concession",745511,38289,19.4706312517956
2015-11-01,81,"Disabled Concession",-1,-1,-1
2015-11-01,51,"Disabled Concession",63905,2063,30.9767329132332
2015-11-01,71,"Over 60 Concession",939105,47999,19.565095106148
2015-11-01,21,"Disabled Concession",18261,778,23.4717223650386
2015-11-01,31,"Disabled Concession",24998,819,30.5225885225885
2015-12-01,31,"Disabled Concession",22328,784,28.4795918367347
2015-12-01,71,"Over 60 Concession",912236,48073,18.9760572462713
2015-12-01,81,"Disabled Concession",-1,-1,-1
2015-12-01,61,"Disabled Concession",46594,1685,27.6522255192878
2015-12-01,41,"Disabled Concession",34592,1170,29.565811965812
2015-12-01,56,"Disabled Concession",62100,2120,29.2924528301887
2015-12-01,61,"Over 60 Concession",320228,17442,18.3595917899323
2015-12-01,10,"Disabled Concession",1564,130,12.0307692307692
2015-12-01,21,"Disabled Concession",15714,736,21.3505434782609
2015-12-01,0,"Disabled Concession",-1,-1,-1
2015-12-01,46,"Disabled Concession",46598,1628,28.6228501228501
2015-12-01,71,"Disabled Concession",-1,-1,-1
2015-12-01,36,"Disabled Concession",26465,915,28.9234972677596
2015-12-01,76,"Over 60 Concession",739531,37777,19.5762236281335
2015-12-01,66,"Disabled Concession",651,19,34.2631578947368
2015-12-01,81,"Over 60 Concession",712586,37749,18.8769503827916
2015-12-01,26,"Disabled Concession",20782,802,25.9127182044888
2015-12-01,66,"Over 60 Concession",1011963,56380,17.9489712664065
2015-12-01,51,"Disabled Concession",58758,1978,29.7057633973711
2015-12-01,5,"Disabled Concession",499,37,13.4864864864865
2015-12-01,16,"Disabled Concession",6549,446,14.6838565022422
2015-12-01,76,"Disabled Concession",-1,-1,-1
2016-01-01,26,"Disabled Concession",20622,765,26.956862745098
2016-01-01,76,"Disabled Concession",-1,-1,-1
2016-01-01,81,"Over 60 Concession",668762,35245,18.9746630727763
2016-01-01,76,"Over 60 Concession",706529,35861,19.7018766905552
2016-01-01,31,"Disabled Concession",21969,744,29.5282258064516
2016-01-01,36,"Disabled Concession",24959,848,29.4327830188679
2016-01-01,5,"Disabled Concession",520,30,17.3333333333333
2016-01-01,66,"Disabled Concession",536,18,29.7777777777778
2016-01-01,56,"Disabled Concession",58961,1974,29.8687943262411
2016-01-01,71,"Over 60 Concession",875256,45261,19.3379730894147
2016-01-01,71,"Disabled Concession",-1,-1,-1
2016-01-01,10,"Disabled Concession",1456,128,11.375
2016-01-01,66,"Over 60 Concession",970743,52431,18.5146764318819
2016-01-01,0,"Disabled Concession",-1,-1,-1
2016-01-01,51,"Disabled Concession",55568,1813,30.6497517926089
2016-01-01,46,"Disabled Concession",45275,1525,29.6885245901639
2016-01-01,61,"Over 60 Concession",307409,16237,18.9326230214941
2016-01-01,81,"Disabled Concession",-1,-1,-1
2016-01-01,21,"Disabled Concession",15914,698,22.7994269340974
2016-01-01,41,"Disabled Concession",33468,1115,30.0161434977578
2016-01-01,16,"Disabled Concession",6852,430,15.9348837209302
2016-01-01,61,"Disabled Concession",44265,1580,28.0158227848101
2016-02-01,16,"Disabled Concession",6942,431,16.1067285382831
2016-02-01,26,"Disabled Concession",19697,750,26.2626666666667
2016-02-01,71,"Over 60 Concession",843642,43898,19.2182331769101
2016-02-01,61,"Over 60 Concession",275117,14712,18.7001767264818
2016-02-01,76,"Over 60 Concession",686551,35004,19.6135013141355
2016-02-01,51,"Disabled Concession",53791,1755,30.6501424501425
2016-02-01,71,"Disabled Concession",-1,-1,-1
2016-02-01,46,"Disabled Concession",43261,1439,30.0632383599722
2016-02-01,10,"Disabled Concession",1424,129,11.0387596899225
2016-02-01,81,"Disabled Concession",-1,-1,-1
2016-02-01,76,"Disabled Concession",-1,-1,-1
2016-02-01,81,"Over 60 Concession",650352,34262,18.9817290292452
2016-02-01,0,"Disabled Concession",-1,-1,-1
2016-02-01,66,"Disabled Concession",535,17,31.4705882352941
2016-02-01,41,"Disabled Concession",31419,1054,29.8092979127135
2016-02-01,21,"Disabled Concession",15631,694,22.5230547550432
2016-02-01,61,"Disabled Concession",41879,1513,27.6794448116325
2016-02-01,5,"Disabled Concession",496,34,14.5882352941176
2016-02-01,31,"Disabled Concession",20768,692,30.0115606936416
2016-02-01,56,"Disabled Concession",56999,1927,29.579138557343
2016-02-01,36,"Disabled Concession",23730,813,29.1881918819188
2016-02-01,66,"Over 60 Concession",935387,51274,18.24291063697
2016-03-01,0,"Disabled Concession",-1,-1,-1
2016-03-01,21,"Disabled Concession",16035,678,23.6504424778761
2016-03-01,10,"Disabled Concession",1425,115,12.3913043478261
2016-03-01,76,"Over 60 Concession",702171,34460,20.3764074289031
2016-03-01,31,"Disabled Concession",21651,666,32.509009009009
2016-03-01,56,"Disabled Concession",58146,1890,30.7650793650794
2016-03-01,66,"Disabled Concession",506,14,36.1428571428571
2016-03-01,81,"Disabled Concession",-1,-1,-1
2016-03-01,16,"Disabled Concession",6954,413,16.8377723970944
2016-03-01,36,"Disabled Concession",23692,791,29.9519595448799
2016-03-01,71,"Disabled Concession",-1,-1,-1
2016-03-01,51,"Disabled Concession",55316,1721,32.1417780360256
2016-03-01,5,"Disabled Concession",452,35,12.9142857142857
2016-03-01,71,"Over 60 Concession",862346,43481,19.832708539362
2016-03-01,61,"Disabled Concession",42333,1469,28.8175629680054
2016-03-01,61,"Over 60 Concession",284169,14555,19.523806252147
2016-03-01,46,"Disabled Concession",43949,1400,31.3921428571429
2016-03-01,26,"Disabled Concession",19945,702,28.4116809116809
2016-03-01,66,"Over 60 Concession",965369,51287,18.8228790921676
2016-03-01,41,"Disabled Concession",31450,1010,31.1386138613861
2016-03-01,81,"Over 60 Concession",668379,33579,19.9046725632092
2016-04-01,76,"Over 60 Concession",693462,33170,20.906300874284
2016-04-01,41,"Disabled Concession",30542,989,30.881698685541
2016-04-01,81,"Over 60 Concession",658785,32260,20.421109733416
2016-04-01,81,"Disabled Concession",-1,-1,-1
2016-04-01,51,"Disabled Concession",53344,1656,32.2125603864734
2016-04-01,5,"Disabled Concession",404,33,12.2424242424242
2016-04-01,46,"Disabled Concession",42663,1360,31.3698529411765
2016-04-01,16,"Disabled Concession",7135,422,16.9075829383886
2016-04-01,61,"Disabled Concession",40694,1402,29.0256776034237
2016-04-01,10,"Disabled Concession",1472,123,11.9674796747967
2016-04-01,66,"Over 60 Concession",957144,50012,19.1382868111653
2016-04-01,56,"Disabled Concession",57301,1818,31.518701870187
2016-04-01,36,"Disabled Concession",22147,745,29.7275167785235
2016-04-01,31,"Disabled Concession",20649,650,31.7676923076923
2016-04-01,66,"Disabled Concession",442,15,29.4666666666667
2016-04-01,71,"Over 60 Concession",848916,42344,20.0480823729454
2016-04-01,21,"Disabled Concession",15182,659,23.0379362670713
2016-04-01,71,"Disabled Concession",-1,-1,-1
2016-04-01,61,"Over 60 Concession",277777,14027,19.803022741855
2016-04-01,26,"Disabled Concession",19196,707,27.1513437057991
2016-04-01,0,"Disabled Concession",-1,-1,-1
2016-05-01,66,"Disabled Concession",587,15,39.1333333333333
2016-05-01,51,"Disabled Concession",52027,1590,32.7213836477987
2016-05-01,81,"Over 60 Concession",635592,31169,20.3917995444191
2016-05-01,66,"Over 60 Concession",931039,48202,19.3153603584914
2016-05-01,5,"Disabled Concession",367,33,11.1212121212121
2016-05-01,71,"Over 60 Concession",822330,40655,20.227032345345
2016-05-01,41,"Disabled Concession",29365,945,31.0740740740741
2016-05-01,16,"Disabled Concession",6677,386,17.2979274611399
2016-05-01,76,"Over 60 Concession",672740,32152,20.9237372480717
2016-05-01,81,"Disabled Concession",-1,-1,-1
2016-05-01,46,"Disabled Concession",40187,1305,30.7946360153257
2016-05-01,56,"Disabled Concession",55168,1753,31.4706217912151
2016-05-01,71,"Disabled Concession",-1,-1,-1
2016-05-01,61,"Over 60 Concession",273444,13729,19.9172554446791
2016-05-01,36,"Disabled Concession",21069,716,29.4259776536313
2016-05-01,31,"Disabled Concession",20083,636,31.5770440251572
2016-05-01,0,"Disabled Concession",-1,-1,-1
2016-05-01,26,"Disabled Concession",17637,667,26.4422788605697
2016-05-01,21,"Disabled Concession",14634,634,23.0820189274448
2016-05-01,10,"Disabled Concession",1321,115,11.4869565217391
2016-05-01,61,"Disabled Concession",40193,1392,28.8742816091954
2016-06-01,61,"Disabled Concession",38578,1299,29.6982294072363
2016-06-01,46,"Disabled Concession",36802,1221,30.1408681408681
2016-06-01,76,"Over 60 Concession",658958,31078,21.2033592895296
2016-06-01,31,"Disabled Concession",19106,599,31.8964941569282
2016-06-01,16,"Disabled Concession",6609,409,16.158924205379
2016-06-01,5,"Disabled Concession",336,30,11.2
2016-06-01,66,"Over 60 Concession",913216,47454,19.2442365237915
2016-06-01,21,"Disabled Concession",14788,616,24.0064935064935
2016-06-01,41,"Disabled Concession",27559,895,30.7921787709497
2016-06-01,36,"Disabled Concession",19743,662,29.8232628398792
2016-06-01,61,"Over 60 Concession",272700,13625,20.0146788990826
2016-06-01,10,"Disabled Concession",1296,100,12.96
2016-06-01,56,"Disabled Concession",51839,1655,31.3226586102719
2016-06-01,51,"Disabled Concession",49113,1517,32.3750823994726
2016-06-01,81,"Over 60 Concession",612630,29953,20.453043100858
2016-06-01,66,"Disabled Concession",512,15,34.1333333333333
2016-06-01,71,"Over 60 Concession",803049,39689,20.2335407795611
2016-06-01,81,"Disabled Concession",-1,-1,-1
2016-06-01,71,"Disabled Concession",-1,-1,-1
2016-06-01,26,"Disabled Concession",16961,624,27.1810897435897
2016-07-01,31,"Disabled Concession",17647,556,31.7392086330935
2016-07-01,66,"Disabled Concession",555,14,39.6428571428571
2016-07-01,66,"Over 60 Concession",908462,46429,19.566693230524
2016-07-01,21,"Disabled Concession",13445,608,22.1134868421053
2016-07-01,61,"Over 60 Concession",275596,13710,20.1018234865062
2016-07-01,46,"Disabled Concession",35105,1172,29.9530716723549
2016-07-01,26,"Disabled Concession",15622,601,25.9933444259567
2016-07-01,51,"Disabled Concession",46681,1433,32.5757152826239
2016-07-01,36,"Disabled Concession",18710,623,30.0321027287319
2016-07-01,41,"Disabled Concession",25606,847,30.2314049586777
2016-07-01,71,"Disabled Concession",-1,-1,-1
2016-07-01,81,"Over 60 Concession",595014,28373,20.971134529306
2016-07-01,10,"Disabled Concession",1367,122,11.2049180327869
2016-07-01,61,"Disabled Concession",36050,1230,29.3089430894309
2016-07-01,76,"Over 60 Concession",642469,29846,21.5261341553307
2016-07-01,56,"Disabled Concession",48047,1570,30.6031847133758
2016-07-01,71,"Over 60 Concession",787569,38098,20.6721875164051
2016-07-01,16,"Disabled Concession",5552,339,16.377581120944
2016-07-01,5,"Disabled Concession",424,36,11.7777777777778
2016-07-01,81,"Disabled Concession",-1,-1,-1
