"month","age5","type","n","pp","npp"
2010-10-01,71,"Disabled Concession",404,14,28.8571428571429
2010-10-01,41,"Disabled Concession",36822,1132,32.5282685512367
2010-10-01,31,"Disabled Concession",26032,860,30.2697674418605
2010-10-01,51,"Disabled Concession",62538,1941,32.2194744976816
2010-10-01,66,"Disabled Concession",16343,573,28.521815008726
2010-10-01,46,"Disabled Concession",52072,1655,31.4634441087613
2010-10-01,21,"Disabled Concession",16743,742,22.5646900269542
2010-10-01,46,"Over 60 Concession",-1,-1,-1
2010-10-01,81,"Over 60 Concession",1531522,70902,21.6005472342106
2010-10-01,26,"Disabled Concession",22449,827,27.1451027811366
2010-10-01,36,"Over 60 Concession",-1,-1,-1
2010-10-01,16,"Disabled Concession",2010,186,10.8064516129032
2010-10-01,36,"Disabled Concession",28101,905,31.0508287292818
2010-10-01,71,"Over 60 Concession",1020427,51264,19.9053331772784
2010-10-01,76,"Over 60 Concession",978997,46512,21.0482671138631
2010-10-01,76,"Disabled Concession",-1,-1,-1
2010-10-01,56,"Disabled Concession",66340,2160,30.712962962963
2010-10-01,10,"Disabled Concession",319,43,7.41860465116279
2010-10-01,61,"Disabled Concession",78781,2653,29.6950621937429
2010-10-01,66,"Over 60 Concession",976491,52137,18.7293284999137
2010-10-01,81,"Disabled Concession",390,18,21.6666666666667
2010-10-01,5,"Disabled Concession",-1,-1,-1
2010-11-01,71,"Over 60 Concession",1031170,52543,19.6252593114211
2010-11-01,31,"Disabled Concession",26664,877,30.4036488027366
2010-11-01,56,"Disabled Concession",66834,2178,30.6859504132231
2010-11-01,21,"Disabled Concession",16619,740,22.4581081081081
2010-11-01,81,"Disabled Concession",389,15,25.9333333333333
2010-11-01,46,"Disabled Concession",51984,1677,30.9982110912343
2010-11-01,26,"Disabled Concession",22364,850,26.3105882352941
2010-11-01,5,"Disabled Concession",-1,-1,-1
2010-11-01,81,"Over 60 Concession",1464446,70706,20.7117642067151
2010-11-01,36,"Over 60 Concession",-1,-1,-1
2010-11-01,66,"Over 60 Concession",1004623,54071,18.5797007638105
2010-11-01,36,"Disabled Concession",28177,931,30.265306122449
2010-11-01,66,"Disabled Concession",15732,556,28.294964028777
2010-11-01,71,"Disabled Concession",347,13,26.6923076923077
2010-11-01,41,"Disabled Concession",36599,1146,31.9363001745201
2010-11-01,76,"Over 60 Concession",966322,47324,20.4192798580002
2010-11-01,76,"Disabled Concession",-1,-1,-1
2010-11-01,46,"Over 60 Concession",-1,-1,-1
2010-11-01,61,"Disabled Concession",77755,2716,28.6284977908689
2010-11-01,51,"Disabled Concession",63527,1999,31.7793896948474
2010-11-01,51,"Over 60 Concession",-1,-1,-1
2010-11-01,16,"Disabled Concession",1629,171,9.52631578947368
2010-11-01,10,"Disabled Concession",277,41,6.75609756097561
2010-12-01,41,"Disabled Concession",30389,1142,26.6103327495622
2010-12-01,71,"Over 60 Concession",875853,53001,16.525216505349
2010-12-01,61,"Disabled Concession",63786,2659,23.9887175629936
2010-12-01,51,"Disabled Concession",53592,2002,26.7692307692308
2010-12-01,71,"Disabled Concession",323,13,24.8461538461538
2010-12-01,36,"Over 60 Concession",-1,-1,-1
2010-12-01,5,"Disabled Concession",-1,-1,-1
2010-12-01,31,"Disabled Concession",21710,876,24.7831050228311
2010-12-01,66,"Disabled Concession",12603,524,24.0515267175573
2010-12-01,66,"Over 60 Concession",880373,56044,15.7086039540361
2010-12-01,56,"Disabled Concession",54992,2184,25.1794871794872
2010-12-01,46,"Disabled Concession",42832,1684,25.4346793349169
2010-12-01,21,"Disabled Concession",13378,733,18.2510231923602
2010-12-01,10,"Disabled Concession",394,36,10.9444444444444
2010-12-01,76,"Disabled Concession",-1,-1,-1
2010-12-01,26,"Disabled Concession",17979,844,21.3021327014218
2010-12-01,16,"Over 60 Concession",-1,-1,-1
2010-12-01,61,"Over 60 Concession",296,72,4.11111111111111
2010-12-01,81,"Disabled Concession",286,16,17.875
2010-12-01,46,"Over 60 Concession",-1,-1,-1
2010-12-01,76,"Over 60 Concession",787227,46521,16.9219707228993
2010-12-01,21,"Over 60 Concession",-1,-1,-1
2010-12-01,16,"Disabled Concession",1748,191,9.15183246073298
2010-12-01,36,"Disabled Concession",22784,902,25.2594235033259
2010-12-01,81,"Over 60 Concession",1065758,66231,16.0915281363712
2010-12-01,51,"Over 60 Concession",-1,-1,-1
2011-01-01,46,"Over 60 Concession",-1,-1,-1
2011-01-01,46,"Disabled Concession",49489,1745,28.3604584527221
2011-01-01,21,"Disabled Concession",15459,749,20.6395193591455
2011-01-01,71,"Over 60 Concession",924431,50789,18.2014018783595
2011-01-01,51,"Disabled Concession",61038,2067,29.5297532656023
2011-01-01,76,"Over 60 Concession",865047,45563,18.9857340385839
2011-01-01,61,"Over 60 Concession",4365,316,13.8132911392405
2011-01-01,81,"Disabled Concession",323,14,23.0714285714286
2011-01-01,56,"Disabled Concession",64667,2278,28.3876207199298
2011-01-01,16,"Disabled Concession",1543,171,9.0233918128655
2011-01-01,31,"Disabled Concession",26133,920,28.4054347826087
2011-01-01,5,"Disabled Concession",-1,-1,-1
2011-01-01,36,"Over 60 Concession",-1,-1,-1
2011-01-01,66,"Disabled Concession",14158,536,26.4141791044776
2011-01-01,21,"Over 60 Concession",-1,-1,-1
2011-01-01,76,"Disabled Concession",-1,-1,-1
2011-01-01,26,"Disabled Concession",22160,883,25.0962627406569
2011-01-01,41,"Disabled Concession",34541,1200,28.7841666666667
2011-01-01,66,"Over 60 Concession",917415,52927,17.3335915506263
2011-01-01,71,"Disabled Concession",357,14,25.5
2011-01-01,10,"Disabled Concession",425,41,10.3658536585366
2011-01-01,61,"Disabled Concession",75190,2806,26.7961511047755
2011-01-01,81,"Over 60 Concession",1277527,67309,18.9800323879422
2011-01-01,36,"Disabled Concession",26773,955,28.034554973822
2011-02-01,21,"Disabled Concession",15512,769,20.1716514954486
2011-02-01,66,"Over 60 Concession",917962,53225,17.2468201033349
2011-02-01,81,"Disabled Concession",330,14,23.5714285714286
2011-02-01,71,"Disabled Concession",327,12,27.25
2011-02-01,26,"Disabled Concession",22775,914,24.917943107221
2011-02-01,81,"Over 60 Concession",1288272,67202,19.1701437457219
2011-02-01,76,"Disabled Concession",-1,-1,-1
2011-02-01,31,"Disabled Concession",27010,933,28.9496248660236
2011-02-01,56,"Disabled Concession",66830,2375,28.1389473684211
2011-02-01,66,"Disabled Concession",14415,549,26.2568306010929
2011-02-01,46,"Disabled Concession",51593,1818,28.3789878987899
2011-02-01,10,"Disabled Concession",456,51,8.94117647058824
2011-02-01,5,"Disabled Concession",-1,-1,-1
2011-02-01,76,"Over 60 Concession",860729,45347,18.9809469204137
2011-02-01,41,"Disabled Concession",36345,1236,29.4053398058252
2011-02-01,36,"Over 60 Concession",-1,-1,-1
2011-02-01,16,"Disabled Concession",1908,201,9.49253731343284
2011-02-01,46,"Over 60 Concession",-1,-1,-1
2011-02-01,21,"Over 60 Concession",-1,-1,-1
2011-02-01,51,"Disabled Concession",63011,2141,29.4306398879028
2011-02-01,36,"Disabled Concession",28411,993,28.6112789526687
2011-02-01,61,"Disabled Concession",76842,2896,26.5338397790055
2011-02-01,71,"Over 60 Concession",917978,50642,18.1268117372932
2011-02-01,61,"Over 60 Concession",5880,369,15.9349593495935
2011-03-01,81,"Over 60 Concession",1518092,69672,21.7891261912964
2011-03-01,81,"Disabled Concession",305,13,23.4615384615385
2011-03-01,10,"Disabled Concession",415,50,8.3
2011-03-01,5,"Disabled Concession",-1,-1,-1
2011-03-01,16,"Disabled Concession",1837,199,9.23115577889447
2011-03-01,76,"Disabled Concession",-1,-1,-1
2011-03-01,76,"Over 60 Concession",1004345,46930,21.400916258257
2011-03-01,61,"Disabled Concession",92313,3111,29.6730954676953
2011-03-01,21,"Disabled Concession",18201,814,22.3599508599509
2011-03-01,36,"Over 60 Concession",-1,-1,-1
2011-03-01,36,"Disabled Concession",33854,1022,33.1252446183953
2011-03-01,31,"Disabled Concession",31646,974,32.4907597535934
2011-03-01,46,"Disabled Concession",60725,1939,31.3176895306859
2011-03-01,66,"Disabled Concession",16826,538,31.275092936803
2011-03-01,21,"Over 60 Concession",-1,-1,-1
2011-03-01,61,"Over 60 Concession",16718,1011,16.5361028684471
2011-03-01,56,"Disabled Concession",80803,2480,32.5818548387097
2011-03-01,51,"Disabled Concession",75965,2261,33.5979655019903
2011-03-01,71,"Over 60 Concession",1066073,52652,20.2475309579883
2011-03-01,66,"Over 60 Concession",1064298,55093,19.3182073947688
2011-03-01,46,"Over 60 Concession",-1,-1,-1
2011-03-01,71,"Disabled Concession",391,13,30.0769230769231
2011-03-01,26,"Disabled Concession",27066,932,29.0407725321888
2011-03-01,41,"Disabled Concession",44612,1311,34.0289855072464
2011-04-01,46,"Disabled Concession",58349,1957,29.8155339805825
2011-04-01,66,"Over 60 Concession",989198,53889,18.3562136985285
2011-04-01,61,"Over 60 Concession",19764,1080,18.3
2011-04-01,41,"Disabled Concession",40521,1328,30.5128012048193
2011-04-01,31,"Disabled Concession",30770,996,30.8935742971888
2011-04-01,46,"Over 60 Concession",-1,-1,-1
2011-04-01,21,"Disabled Concession",17337,814,21.2985257985258
2011-04-01,51,"Disabled Concession",72496,2299,31.5337103088299
2011-04-01,71,"Over 60 Concession",991742,51136,19.3942036921151
2011-04-01,71,"Disabled Concession",306,14,21.8571428571429
2011-04-01,21,"Over 60 Concession",-1,-1,-1
2011-04-01,56,"Disabled Concession",77403,2516,30.7643084260731
2011-04-01,36,"Disabled Concession",32035,1047,30.5969436485196
2011-04-01,76,"Over 60 Concession",940409,45860,20.5060837331007
2011-04-01,81,"Over 60 Concession",1423717,67939,20.9558133031101
2011-04-01,36,"Over 60 Concession",-1,-1,-1
2011-04-01,26,"Disabled Concession",24858,960,25.89375
2011-04-01,5,"Disabled Concession",-1,-1,-1
2011-04-01,81,"Disabled Concession",356,13,27.3846153846154
2011-04-01,76,"Disabled Concession",-1,-1,-1
2011-04-01,66,"Disabled Concession",16482,551,29.9128856624319
2011-04-01,16,"Disabled Concession",2626,216,12.1574074074074
2011-04-01,61,"Disabled Concession",90275,3177,28.4151715454832
2011-04-01,10,"Disabled Concession",649,57,11.3859649122807
2011-05-01,76,"Disabled Concession",-1,-1,-1
2011-05-01,71,"Over 60 Concession",1019145,51278,19.8748976169117
2011-05-01,51,"Disabled Concession",76761,2365,32.4570824524313
2011-05-01,66,"Over 60 Concession",1014919,53854,18.8457496193412
2011-05-01,41,"Disabled Concession",44588,1368,32.593567251462
2011-05-01,36,"Disabled Concession",34305,1081,31.7345050878816
2011-05-01,5,"Disabled Concession",-1,-1,-1
2011-05-01,36,"Over 60 Concession",-1,-1,-1
2011-05-01,46,"Over 60 Concession",-1,-1,-1
2011-05-01,61,"Disabled Concession",94542,3268,28.9296205630355
2011-05-01,26,"Disabled Concession",26819,984,27.255081300813
2011-05-01,46,"Disabled Concession",61093,2019,30.2590391282813
2011-05-01,81,"Over 60 Concession",1438628,68109,21.1224360950829
2011-05-01,21,"Over 60 Concession",-1,-1,-1
2011-05-01,10,"Disabled Concession",590,56,10.5357142857143
2011-05-01,71,"Disabled Concession",277,12,23.0833333333333
2011-05-01,76,"Over 60 Concession",956772,45995,20.8016523535167
2011-05-01,16,"Disabled Concession",1977,202,9.78712871287129
2011-05-01,56,"Disabled Concession",82132,2602,31.564950038432
2011-05-01,31,"Disabled Concession",32233,1013,31.8193484698914
2011-05-01,21,"Disabled Concession",17643,789,22.361216730038
2011-05-01,66,"Disabled Concession",16682,561,29.7361853832442
2011-05-01,61,"Over 60 Concession",28242,1648,17.1371359223301
2011-05-01,81,"Disabled Concession",428,18,23.7777777777778
2011-06-01,56,"Disabled Concession",88418,2712,32.6025073746313
2011-06-01,66,"Disabled Concession",17427,566,30.7897526501767
2011-06-01,36,"Over 60 Concession",-1,-1,-1
2011-06-01,61,"Disabled Concession",100861,3415,29.5346998535871
2011-06-01,71,"Disabled Concession",268,11,24.3636363636364
2011-06-01,81,"Over 60 Concession",1490018,68304,21.814505739049
2011-06-01,21,"Disabled Concession",18580,822,22.6034063260341
2011-06-01,71,"Over 60 Concession",1050347,51375,20.4447104622871
2011-06-01,10,"Disabled Concession",685,63,10.8730158730159
2011-06-01,46,"Over 60 Concession",-1,-1,-1
2011-06-01,76,"Over 60 Concession",992025,46300,21.4260259179266
2011-06-01,66,"Over 60 Concession",1052924,54512,19.3154534781333
2011-06-01,5,"Disabled Concession",144,10,14.4
2011-06-01,76,"Disabled Concession",-1,-1,-1
2011-06-01,36,"Disabled Concession",34968,1102,31.7313974591652
2011-06-01,26,"Disabled Concession",28004,1012,27.6719367588933
2011-06-01,16,"Disabled Concession",2245,209,10.7416267942584
2011-06-01,41,"Disabled Concession",46403,1464,31.6960382513661
2011-06-01,46,"Disabled Concession",64021,2080,30.7793269230769
2011-06-01,31,"Disabled Concession",34370,1066,32.2420262664165
2011-06-01,81,"Disabled Concession",422,15,28.1333333333333
2011-06-01,51,"Disabled Concession",80136,2414,33.1963545981773
2011-06-01,61,"Over 60 Concession",34653,1843,18.802495930548
2011-07-01,66,"Disabled Concession",17492,560,31.2357142857143
2011-07-01,31,"Disabled Concession",35323,1078,32.7671614100186
2011-07-01,76,"Over 60 Concession",1012514,46487,21.7805838191322
2011-07-01,10,"Disabled Concession",625,60,10.4166666666667
2011-07-01,31,"Over 60 Concession",-1,-1,-1
2011-07-01,71,"Disabled Concession",310,12,25.8333333333333
2011-07-01,46,"Over 60 Concession",-1,-1,-1
2011-07-01,36,"Disabled Concession",36261,1147,31.613775065388
2011-07-01,61,"Disabled Concession",106034,3497,30.3214183585931
2011-07-01,66,"Over 60 Concession",1076680,55285,19.4750836574116
2011-07-01,41,"Disabled Concession",48472,1493,32.4661754855995
2011-07-01,5,"Disabled Concession",-1,-1,-1
2011-07-01,36,"Over 60 Concession",-1,-1,-1
2011-07-01,56,"Disabled Concession",91162,2799,32.5694891032512
2011-07-01,81,"Disabled Concession",400,17,23.5294117647059
2011-07-01,71,"Over 60 Concession",1077867,51772,20.8194970254191
2011-07-01,76,"Disabled Concession",-1,-1,-1
2011-07-01,26,"Disabled Concession",27669,1050,26.3514285714286
2011-07-01,46,"Disabled Concession",67558,2144,31.5102611940299
2011-07-01,61,"Over 60 Concession",43901,2395,18.3302713987474
2011-07-01,51,"Disabled Concession",83491,2511,33.2500995619275
2011-07-01,81,"Over 60 Concession",1514284,68195,22.205205660239
2011-07-01,21,"Disabled Concession",18350,842,21.7933491686461
2011-07-01,16,"Disabled Concession",2696,229,11.7729257641921
2011-08-01,66,"Over 60 Concession",1047101,54288,19.2878905098733
2011-08-01,31,"Over 60 Concession",-1,-1,-1
2011-08-01,81,"Over 60 Concession",1481009,67090,22.0749590102847
2011-08-01,16,"Disabled Concession",3800,254,14.9606299212598
2011-08-01,26,"Disabled Concession",27352,1016,26.9212598425197
2011-08-01,41,"Disabled Concession",48017,1527,31.445317616241
2011-08-01,81,"Disabled Concession",370,15,24.6666666666667
2011-08-01,46,"Disabled Concession",66838,2174,30.7442502299908
2011-08-01,36,"Disabled Concession",35095,1146,30.6239092495637
2011-08-01,21,"Disabled Concession",18369,834,22.0251798561151
2011-08-01,66,"Disabled Concession",16498,537,30.7225325884544
2011-08-01,36,"Over 60 Concession",-1,-1,-1
2011-08-01,61,"Over 60 Concession",44871,2431,18.4578362813657
2011-08-01,51,"Disabled Concession",82833,2528,32.7662183544304
2011-08-01,76,"Disabled Concession",-1,-1,-1
2011-08-01,61,"Disabled Concession",104599,3531,29.6230529595016
2011-08-01,76,"Over 60 Concession",993608,45999,21.6006434922498
2011-08-01,56,"Disabled Concession",91683,2821,32.5001772421127
2011-08-01,71,"Over 60 Concession",1047995,51110,20.5046957542555
2011-08-01,71,"Disabled Concession",313,12,26.0833333333333
2011-08-01,5,"Disabled Concession",-1,-1,-1
2011-08-01,31,"Disabled Concession",35122,1091,32.19248395967
2011-08-01,10,"Disabled Concession",976,75,13.0133333333333
2011-09-01,36,"Over 60 Concession",-1,-1,-1
2011-09-01,46,"Over 60 Concession",-1,-1,-1
2011-09-01,41,"Disabled Concession",51615,1550,33.3
2011-09-01,66,"Over 60 Concession",1060263,54821,19.3404534758578
2011-09-01,71,"Disabled Concession",311,11,28.2727272727273
2011-09-01,61,"Over 60 Concession",55912,3062,18.2599608099282
2011-09-01,46,"Disabled Concession",69590,2255,30.860310421286
2011-09-01,56,"Disabled Concession",94840,2889,32.827968155071
2011-09-01,81,"Over 60 Concession",1479821,67487,21.9274971475988
2011-09-01,76,"Over 60 Concession",994908,46409,21.4378245598914
2011-09-01,71,"Over 60 Concession",1054624,51668,20.4115506696601
2011-09-01,31,"Disabled Concession",36842,1125,32.7484444444444
2011-09-01,36,"Disabled Concession",36813,1179,31.2239185750636
2011-09-01,66,"Disabled Concession",17065,558,30.5824372759857
2011-09-01,51,"Disabled Concession",86620,2624,33.0106707317073
2011-09-01,76,"Disabled Concession",-1,-1,-1
2011-09-01,61,"Disabled Concession",109740,3608,30.4157427937916
2011-09-01,81,"Disabled Concession",359,14,25.6428571428571
2011-09-01,21,"Disabled Concession",20961,900,23.29
2011-09-01,26,"Disabled Concession",30617,1099,27.8589626933576
2011-09-01,16,"Disabled Concession",2717,239,11.3682008368201
2011-09-01,10,"Disabled Concession",650,73,8.9041095890411
2011-09-01,5,"Disabled Concession",-1,-1,-1
2011-09-01,31,"Over 60 Concession",-1,-1,-1
2011-10-01,66,"Disabled Concession",16834,551,30.551724137931
2011-10-01,76,"Disabled Concession",-1,-1,-1
2011-10-01,31,"Disabled Concession",36572,1138,32.1370826010545
2011-10-01,26,"Disabled Concession",31070,1139,27.2783143107989
2011-10-01,36,"Over 60 Concession",-1,-1,-1
2011-10-01,31,"Over 60 Concession",-1,-1,-1
2011-10-01,56,"Disabled Concession",94484,2940,32.1374149659864
2011-10-01,41,"Disabled Concession",52686,1578,33.3878326996198
2011-10-01,66,"Over 60 Concession",1070646,55015,19.4609833681723
2011-10-01,71,"Over 60 Concession",1060827,51589,20.5630463858575
2011-10-01,46,"Over 60 Concession",-1,-1,-1
2011-10-01,81,"Over 60 Concession",1471924,67154,21.91863477976
2011-10-01,61,"Over 60 Concession",61425,3243,18.940795559667
2011-10-01,51,"Disabled Concession",86381,2677,32.2678371311169
2011-10-01,46,"Disabled Concession",70897,2267,31.2734891927658
2011-10-01,81,"Disabled Concession",328,16,20.5
2011-10-01,76,"Over 60 Concession",997142,46352,21.5123835001726
2011-10-01,21,"Disabled Concession",21231,910,23.3307692307692
2011-10-01,10,"Disabled Concession",781,81,9.64197530864197
2011-10-01,71,"Disabled Concession",226,10,22.6
2011-10-01,16,"Disabled Concession",2908,241,12.0663900414938
2011-10-01,36,"Disabled Concession",37531,1208,31.0687086092715
2011-10-01,61,"Disabled Concession",109764,3614,30.3718871057001
2011-10-01,5,"Disabled Concession",-1,-1,-1
2011-11-01,56,"Disabled Concession",93764,3009,31.1611831173147
2011-11-01,26,"Disabled Concession",30771,1127,27.3034605146406
2011-11-01,10,"Disabled Concession",725,69,10.5072463768116
2011-11-01,31,"Over 60 Concession",-1,-1,-1
2011-11-01,21,"Disabled Concession",21427,934,22.941113490364
2011-11-01,76,"Disabled Concession",-1,-1,-1
2011-11-01,66,"Disabled Concession",16169,538,30.0539033457249
2011-11-01,61,"Disabled Concession",107945,3648,29.5901864035088
2011-11-01,46,"Over 60 Concession",-1,-1,-1
2011-11-01,81,"Over 60 Concession",1437504,67382,21.3336499361847
2011-11-01,5,"Disabled Concession",-1,-1,-1
2011-11-01,81,"Disabled Concession",294,12,24.5
2011-11-01,41,"Disabled Concession",52239,1616,32.3261138613861
2011-11-01,61,"Over 60 Concession",71056,3943,18.0207963479584
2011-11-01,31,"Disabled Concession",35940,1161,30.9560723514212
2011-11-01,71,"Over 60 Concession",1069281,52645,20.3111596542882
2011-11-01,46,"Disabled Concession",70871,2327,30.4559518693597
2011-11-01,36,"Disabled Concession",37644,1216,30.9572368421053
2011-11-01,36,"Over 60 Concession",-1,-1,-1
2011-11-01,71,"Disabled Concession",317,11,28.8181818181818
2011-11-01,66,"Over 60 Concession",1087471,56485,19.2523855890944
2011-11-01,16,"Disabled Concession",2671,224,11.9241071428571
2011-11-01,76,"Over 60 Concession",990838,47109,21.0328811904307
2011-11-01,51,"Disabled Concession",85331,2720,31.3716911764706
2011-12-01,66,"Disabled Concession",14703,531,27.6892655367232
2011-12-01,21,"Disabled Concession",19566,949,20.6174920969442
2011-12-01,81,"Disabled Concession",298,14,21.2857142857143
2011-12-01,56,"Disabled Concession",86204,2991,28.8211300568372
2011-12-01,61,"Over 60 Concession",71138,4207,16.9094366531971
2011-12-01,71,"Over 60 Concession",993299,52551,18.9016193792697
2011-12-01,51,"Disabled Concession",79528,2748,28.9403202328967
2011-12-01,26,"Disabled Concession",27723,1157,23.9611063094209
2011-12-01,81,"Over 60 Concession",1279882,65086,19.6644746950189
2011-12-01,71,"Disabled Concession",272,11,24.7272727272727
2011-12-01,10,"Disabled Concession",728,75,9.70666666666667
2011-12-01,36,"Disabled Concession",34225,1200,28.5208333333333
2011-12-01,46,"Over 60 Concession",-1,-1,-1
2011-12-01,76,"Disabled Concession",-1,-1,-1
2011-12-01,61,"Disabled Concession",100136,3627,27.6084918665564
2011-12-01,66,"Over 60 Concession",1013777,57080,17.7606341976174
2011-12-01,41,"Disabled Concession",48611,1637,29.6951740989615
2011-12-01,46,"Disabled Concession",66444,2342,28.3706233988044
2011-12-01,36,"Over 60 Concession",-1,-1,-1
2011-12-01,5,"Disabled Concession",-1,-1,-1
2011-12-01,16,"Disabled Concession",2693,234,11.508547008547
2011-12-01,31,"Disabled Concession",33584,1162,28.9018932874355
2011-12-01,76,"Over 60 Concession",913757,46259,19.7530642685748
2012-01-01,66,"Over 60 Concession",1013287,54387,18.6310515380514
2012-01-01,76,"Disabled Concession",-1,-1,-1
2012-01-01,71,"Disabled Concession",339,12,28.25
2012-01-01,10,"Disabled Concession",748,66,11.3333333333333
2012-01-01,46,"Disabled Concession",69899,2340,29.8713675213675
2012-01-01,26,"Disabled Concession",29912,1150,26.0104347826087
2012-01-01,36,"Over 60 Concession",-1,-1,-1
2012-01-01,5,"Disabled Concession",-1,-1,-1
2012-01-01,46,"Over 60 Concession",-1,-1,-1
2012-01-01,31,"Disabled Concession",36714,1171,31.3526900085397
2012-01-01,81,"Over 60 Concession",1274649,63609,20.0388152619912
2012-01-01,66,"Disabled Concession",14598,514,28.4007782101167
2012-01-01,76,"Over 60 Concession",909347,44898,20.2536193148915
2012-01-01,21,"Disabled Concession",21787,933,23.3515541264737
2012-01-01,61,"Disabled Concession",102170,3612,28.2862679955703
2012-01-01,36,"Disabled Concession",37980,1237,30.7033144704931
2012-01-01,56,"Disabled Concession",89740,3000,29.9133333333333
2012-01-01,16,"Disabled Concession",2541,221,11.4977375565611
2012-01-01,51,"Disabled Concession",82222,2707,30.373845585519
2012-01-01,61,"Over 60 Concession",79450,4483,17.7225072496096
2012-01-01,71,"Over 60 Concession",991551,50666,19.5703430308294
2012-01-01,81,"Disabled Concession",355,15,23.6666666666667
2012-01-01,41,"Disabled Concession",51437,1608,31.988184079602
2012-02-01,46,"Disabled Concession",69238,2341,29.5762494660402
2012-02-01,81,"Over 60 Concession",1186748,62211,19.0761762389288
2012-02-01,21,"Disabled Concession",21175,971,21.8074150360453
2012-02-01,61,"Over 60 Concession",81960,4680,17.5128205128205
2012-02-01,16,"Disabled Concession",2785,243,11.4609053497942
2012-02-01,31,"Disabled Concession",35815,1178,30.4032258064516
2012-02-01,46,"Over 60 Concession",-1,-1,-1
2012-02-01,66,"Disabled Concession",13137,477,27.5408805031447
2012-02-01,71,"Over 60 Concession",945590,49888,18.9542575368826
2012-02-01,5,"Disabled Concession",-1,-1,-1
2012-02-01,10,"Disabled Concession",698,73,9.56164383561644
2012-02-01,41,"Disabled Concession",49212,1612,30.5285359801489
2012-02-01,66,"Over 60 Concession",975582,54290,17.9698286977344
2012-02-01,71,"Disabled Concession",313,11,28.4545454545455
2012-02-01,36,"Disabled Concession",37022,1224,30.2467320261438
2012-02-01,51,"Disabled Concession",81187,2707,29.99150350942
2012-02-01,76,"Disabled Concession",-1,-1,-1
2012-02-01,36,"Over 60 Concession",-1,-1,-1
2012-02-01,56,"Disabled Concession",87004,2965,29.343676222597
2012-02-01,76,"Over 60 Concession",861747,44307,19.4494549394001
2012-02-01,61,"Disabled Concession",97052,3549,27.3462947309101
2012-02-01,26,"Disabled Concession",29945,1164,25.7259450171821
2012-02-01,81,"Disabled Concession",-1,-1,-1
2012-03-01,81,"Disabled Concession",246,12,20.5
2012-03-01,36,"Disabled Concession",42604,1259,33.8395552025417
2012-03-01,36,"Over 60 Concession",-1,-1,-1
2012-03-01,76,"Disabled Concession",-1,-1,-1
2012-03-01,56,"Disabled Concession",101623,3076,33.0373862158648
2012-03-01,71,"Over 60 Concession",1081030,51943,20.8118514525538
2012-03-01,46,"Over 60 Concession",-1,-1,-1
2012-03-01,66,"Disabled Concession",14434,478,30.1966527196653
2012-03-01,51,"Disabled Concession",95020,2771,34.290869722122
2012-03-01,61,"Over 60 Concession",98530,5108,19.2893500391543
2012-03-01,31,"Disabled Concession",41371,1210,34.1909090909091
2012-03-01,16,"Disabled Concession",2882,246,11.7154471544715
2012-03-01,61,"Disabled Concession",113678,3671,30.9664941432852
2012-03-01,21,"Disabled Concession",25074,972,25.7962962962963
2012-03-01,26,"Disabled Concession",34620,1198,28.89816360601
2012-03-01,76,"Over 60 Concession",1002342,45867,21.8532278108444
2012-03-01,46,"Disabled Concession",80088,2380,33.6504201680672
2012-03-01,71,"Disabled Concession",267,11,24.2727272727273
2012-03-01,41,"Disabled Concession",56573,1667,33.9370125974805
2012-03-01,10,"Disabled Concession",797,77,10.3506493506494
2012-03-01,81,"Over 60 Concession",1416492,64890,21.8291262135922
2012-03-01,66,"Over 60 Concession",1113155,56153,19.8236069310633
2012-03-01,5,"Disabled Concession",-1,-1,-1
2012-04-01,0,"Disabled Concession",-1,-1,-1
2012-04-01,31,"Disabled Concession",36733,1206,30.4585406301824
2012-04-01,66,"Disabled Concession",11953,442,27.0429864253394
2012-04-01,76,"Over 60 Concession",842956,42986,19.6100125622296
2012-04-01,46,"Disabled Concession",70219,2321,30.2537699267557
2012-04-01,5,"Disabled Concession",-1,-1,-1
2012-04-01,36,"Over 60 Concession",-1,-1,-1
2012-04-01,51,"Disabled Concession",83605,2756,30.3356313497823
2012-04-01,71,"Over 60 Concession",918560,48515,18.9335257136968
2012-04-01,81,"Disabled Concession",173,12,14.4166666666667
2012-04-01,61,"Disabled Concession",99845,3553,28.1016042780749
2012-04-01,16,"Disabled Concession",3409,263,12.9619771863118
2012-04-01,81,"Over 60 Concession",1167649,60255,19.3784582192349
2012-04-01,71,"Disabled Concession",-1,-1,-1
2012-04-01,10,"Disabled Concession",1205,91,13.2417582417582
2012-04-01,26,"Disabled Concession",29765,1165,25.549356223176
2012-04-01,61,"Over 60 Concession",90327,5189,17.4074002698015
2012-04-01,56,"Disabled Concession",88578,2984,29.6843163538874
2012-04-01,21,"Disabled Concession",21697,977,22.2077789150461
2012-04-01,76,"Disabled Concession",-1,-1,-1
2012-04-01,41,"Disabled Concession",51345,1649,31.137052759248
2012-04-01,66,"Over 60 Concession",949553,52733,18.0068078812129
2012-04-01,36,"Disabled Concession",37772,1249,30.2417934347478
2012-04-01,46,"Over 60 Concession",-1,-1,-1
2012-05-01,76,"Over 60 Concession",984415,45275,21.7430149088901
2012-05-01,61,"Over 60 Concession",120732,6276,19.2370936902486
2012-05-01,51,"Disabled Concession",94567,2822,33.5106307583274
2012-05-01,36,"Disabled Concession",44225,1263,35.0158353127474
2012-05-01,71,"Disabled Concession",216,11,19.6363636363636
