AREA_CODE,AGE_GROUP,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,age
E08000015,60,3942,4197.406,4326.606,4359.588,4460.657,4633.265,4709.476,4822.054,4840.087,4831.762,4530.08,4592.452,4536.881,4497.414,4421.214,4494.068,4272.628,4066.859,3668.114,3806.976,3696.303,3472.807,3547.704,3822.363,4032.095,3952.293,60
E08000015,61,3925,3925.602,4178.525,4307.542,4341.494,4442.776,4615.028,4692.133,4805.263,4823.845,4816.234,4518.055,4579.868,4524.622,4486.448,4410.242,4483.635,4263.585,4058.693,3663.159,3799.468,3689.508,3468.144,3543.16,3817.727,4026.852,61
E08000015,62,3963,3905.794,3909.696,4158.864,4288.041,4322.688,4424.487,4596.299,4674.146,4787.581,4806.754,4799.649,4504.726,4566.207,4511.297,4474.421,4398.117,4472.262,4253.337,4049.284,3656.839,3791.052,3681.924,3462.506,3537.695,3812.389,62
E08000015,63,4060,3939.198,3882.529,3886.528,4132.917,4262.847,4298.427,4399.876,4570.804,4649.625,4763.522,4783.29,4776.703,4485.702,4546.706,4492.412,4456.825,4380.677,4455.319,4238.121,4035.359,3646.666,3778.454,3670.293,3453.294,3528.54,63
E08000015,64,3853,4033.359,3915.981,3861.413,3867.057,4109.627,4240.551,4276.545,4378.29,4548.847,4628.552,4742.527,4763.047,4757.052,4469.995,4530.696,4476.963,4442.668,4366.896,4441.911,4226.559,4024.801,3639.543,3769.093,3661.989,3447.053,64
E08000015,65,3945,3825.06,4005.807,3888.364,3836.19,3843.808,4084.124,4214.346,4250.669,4352.722,4522.628,4602.96,4716.756,4737.825,4732.461,4449.001,4509.483,4456.149,4423.152,4347.732,4423.265,4209.536,4009.118,3627.544,3755.276,3649.224,65
E08000015,66,3942,3905.47,3788.46,3965.808,3849.932,3798.589,3809.557,4046.941,4176.218,4212.881,4314.887,4484.173,4565.168,4678.221,4700.072,4695.527,4416.718,4476.969,4424.274,4392.702,4318.164,4393.807,4182.687,3983.938,3606.981,3732.489,66
E08000015,67,4062,3901.857,3868.545,3754.902,3930.766,3816.89,3766.55,3779.24,4014.802,4143.336,4180.649,4282.597,4451.08,4532.83,4645.861,4668.3,4664.636,4389.878,4449.769,4397.699,4367.397,4293.612,4369.535,4160.584,3963.526,3590.635,67
E08000015,68,4225,4021.103,3863.022,3831.309,3719.87,3893.876,3782.98,3733.487,3747.775,3981.35,4109.054,4146.738,4248.535,4416.2,4498.574,4611.176,4634.29,4631.335,4360.471,4420.253,4368.818,4339.806,4266.727,4342.911,4136.09,3940.63,68
E08000015,69,4586,4170.498,3971.213,3816.178,3787.776,3678.197,3849.847,3741.995,3693.931,3709.785,3940.796,4067.121,4105.55,4207.248,4373.553,4456.425,4569.116,4592.736,4590.641,4323.89,4383.423,4332.825,4305.158,4232.837,4309.345,4104.775,69
E08000015,70,3451,4514.019,4110.173,3911.13,3757.998,3731.515,3626.205,3795.419,3690.164,3643.194,3660.45,3888.358,4013.55,4052.411,4153.669,4318.678,4401.899,4513.929,4538.139,4536.915,4275.115,4334.399,4284.914,4258.602,4187.463,4263.996,70
E08000015,71,3303,3391.275,4437.776,4044.375,3847.943,3697.982,3674.562,3572.134,3738.612,3636.826,3591.236,3609.598,3834.873,3958.709,3998.651,4099.554,4262.612,4346.189,4458.584,4483.291,4483.321,4226.48,4285.064,4237.052,4211.99,4142.047,71
E08000015,72,3321,3245.621,3336.282,4366.668,3983.645,3788.659,3642.346,3620.819,3521.151,3685.397,3586.557,3542.3,3562.125,3784.585,3907.373,3947.862,4048.402,4209.946,4293.761,4405.757,4431.016,4431.968,4179.934,4238.176,4191.32,4167.567,72
E08000015,73,3119,3249.375,3178.704,3266.575,4278.08,3905.845,3715.586,3572.457,3553.328,3457.211,3618.786,3523.537,3480.861,3502.021,3721.431,3842.615,3884.015,3983.96,4143.378,4227.29,4339.275,4365.056,4367.151,4120.573,4178.246,4132.996,73
E08000015,74,2871,3044.621,3175.415,3107.535,3193.351,4183.664,3822.354,3637.485,3497.867,3481.184,3388.679,3547.371,3455.895,3414.889,3437.202,3653.266,3772.71,3814.933,3914.076,4071.2,4155.013,4266.704,4292.937,4296.283,4055.459,4112.53,74
E08000015,75,2577,2800.273,2976.27,3107.694,3042.652,3126.399,4096.543,3746.201,3566.258,3429.906,3415.144,3325.851,3481.679,3393.874,3354.615,3378.118,3590.963,3708.875,3751.861,3850.343,4005.42,4089.332,4200.731,4227.459,4232.083,3996.998,75
E08000015,76,2722,2509.308,2728.193,2902.595,3034.937,2971.35,3053.772,4002.564,3662.952,3488.346,3355.336,3342.829,3256.875,3409.682,3325.532,3288.128,3312.667,3522.056,3638.168,3681.866,3779.586,3932.312,4015.988,4127.027,4154.29,4160.111,76
E08000015,77,2536,2633.038,2433.212,2646.423,2816.213,2948.744,2886.619,2968.715,3893.043,3564.036,3395.863,3266.814,3257.182,3175.035,3324.317,3244.162,3208.765,3234.379,3439.755,3553.668,3598.08,3694.713,3844.583,3927.779,4038.3,4065.993,77
E08000015,78,2423,2445.513,2540.646,2353.998,2557.727,2725.289,2854.212,2796.45,2878.052,3775.131,3458.772,3296.953,3172.208,3165.745,3087.541,3232.952,3157.176,3124.036,3150.59,3351.796,3463.312,3508.655,3604.18,3750.864,3833.626,3944.011,78
E08000015,79,2185,2325.976,2350.14,2444.019,2264.433,2460.135,2624.902,2750.629,2696.979,2777.07,3644.913,3341.509,3186.676,3067.275,3063.312,2989.372,3130.842,3059.532,3028.696,3056.395,3252.665,3361.679,3407.507,3501.603,3645.017,3727.089,79
E08000015,80,2174,2083.554,2224.748,2252.248,2340.932,2170.717,2358.535,2519.142,2641.817,2591.944,2670.503,3507.207,3217.535,3070.077,2956.022,2954.452,2884.729,3022.032,2955.233,2926.657,2955.224,3146.126,3252.417,3298.578,3391.02,3530.862,80
E08000015,81,1987,2062.971,1978.208,2113.993,2144.569,2227.125,2069.298,2247.928,2403.369,2522.643,2476.933,2553.912,3356.08,3081.369,2941.949,2834.088,2834.772,2769.562,2902.363,2840.438,2814.302,2843.728,3028.717,3132.114,3178.386,3269.018,81
E08000015,82,1903,1879.443,1955.631,1877.453,2011.098,2041.154,2119.126,1971.384,2142.513,2293.171,2408.521,2366.63,2441.952,3211.555,2950.397,2818.422,2716.924,2719.175,2658.166,2786.735,2729.332,2705.395,2735.716,2914.709,3015.391,3061.439,82
E08000015,83,1656,1775.776,1761.688,1839.13,1766.116,1891.034,1923.016,1997.43,1861.627,2022.6,2167.103,2278.656,2241.357,2314.5,3046.102,2801.099,2677.674,2582.695,2587.288,2531.137,2654.568,2602.357,2581.084,2612.187,2784.476,2881.823,83
E08000015,84,1686,1535.752,1649.791,1636.028,1711.262,1646.022,1765.33,1796.873,1866.489,1743.041,1894.068,2031.934,2138.628,2105.935,2176.686,2866.727,2639.101,2524.73,2436.842,2443.487,2392.46,2510.179,2463.431,2444.903,2476.594,2641.279,84
E08000015,85,1526,1545.222,1411.518,1519.663,1509.872,1582.797,1523.172,1635.604,1667.508,1732.575,1621.342,1761.567,1892.132,1993.779,1965.442,2033.481,2681.17,2469.682,2364.655,2283.482,2292.809,2246.849,2358.606,2317.082,2301.209,2333.315,85
E08000015,86,1329,1379.101,1401.107,1283.609,1380.867,1373.464,1444.947,1393.019,1497.404,1528.255,1589.053,1490.299,1619.878,1742.416,1838.437,1814.673,1879.647,2481.107,2288.21,2192.775,2119.582,2130.463,2089.654,2195.066,2159.078,2145.946,86
E08000015,87,1257,1183.174,1230.062,1251.544,1154.443,1243.123,1237.453,1303.823,1260.042,1356.966,1386.89,1442.544,1356.358,1474.722,1588.834,1678.653,1659.424,1720.948,2273.894,2100.072,2014.518,1948.898,1961.687,1926.272,2024.64,1994.26,87
E08000015,88,1014,1102.748,1042.863,1084.198,1102.538,1020.352,1102.286,1099.498,1160.103,1123.491,1212.051,1240.948,1291.635,1217.117,1324.33,1429.34,1512.421,1497.133,1554.784,2057.714,1902.079,1826.556,1768.967,1783.003,1752.789,1843.939,88
E08000015,89,830,870.16,950.959,904.72,944.061,960.262,890.287,964.04,964.856,1020.065,990.055,1069.646,1097.053,1143.211,1079.614,1175.925,1271.51,1347.544,1335.961,1389.602,1842.308,1704.65,1639.038,1589.583,1604.157,1579.157,89
E08000015,90,3332,3322.336,3360.752,3451.936,3502.265,3576.298,3659.283,3676.142,3757.222,3836.154,3956.606,4043.312,4191.311,4346.093,4518.92,4613.047,4779.681,5012.41,5285.877,5516.501,5764.849,6381.577,6795.942,7090.972,7294.717,7474.085,90
E06000011,60,4707,4779.361,5022.955,4885.322,5006.253,5274.218,5521.49,5647.506,5601.22,5545.106,5494.926,5392.881,5413.463,5448.263,5178.683,5285.312,5125.816,4849.934,4558.738,4411.596,4250.448,3937.806,4061.204,4367.486,4415.122,4450.45,60
E06000011,61,4579,4727.789,4803.835,5047.038,4915.533,5038.184,5303.479,5550.231,5676.233,5634.611,5579.695,5529.214,5431.115,5448.713,5482.546,5215.757,5325.411,5163.927,4887.565,4595.234,4448.571,4288.442,3977.973,4101.057,4410.822,4464.158,61
E06000011,62,4554,4600.868,4750.923,4830.928,5073.074,4946.282,5070.807,5334.844,5581.301,5707.563,5669.771,5616.38,5565.863,5471.414,5486.171,5518.966,5254.615,5367.162,5203.885,4926.919,4633.098,4486.765,4327.61,4018.918,4141.794,4455.124,62
E06000011,63,4579,4574.53,4617.349,4768.255,4851.671,5091.274,4970.709,5096.319,5359.06,5604.926,5731.179,5697.68,5645.699,5595.397,5504.322,5516.517,5548.565,5287.128,5402.033,5237.317,4960.033,4665.327,4519.484,4361.375,4054.991,4177.399,63
E06000011,64,4595,4604.553,4603.332,4644.335,4796.928,4882.485,5121.348,5005.185,5132.75,5394.918,5640.67,5767.091,5737.433,5686.74,5636.368,5548.395,5557.957,5589.366,5330.124,5447.48,5281.065,5002.707,4706.649,4560.945,4403.368,4098.687,64
E06000011,65,4759,4599.055,4611.176,4611.809,4650.509,4803.722,4892.276,5129.439,5018.354,5147.292,5407.906,5652.875,5779.065,5753.606,5704.605,5654.316,5570.25,5577.369,5608.34,5352.213,5471.901,5304.306,5026.02,4729.762,4584.833,4428.405,65
E06000011,66,5092,4757.335,4602.128,4618.181,4617.586,4652.65,4808.537,4899.684,5135.442,5028.686,5158.822,5418.472,5662.484,5788.65,5766.869,5719.502,5669.655,5589.217,5594.197,5624.756,5371.619,5493.424,5324.943,5047.023,4750.792,4606.667,66
E06000011,67,5149,5088.872,4763.089,4608.097,4626.955,4628.303,4660.99,4818.079,4911.398,5146.331,5044.331,5175.727,5434.319,5677.714,5804.367,5786.191,5740.286,5691.07,5613.807,5617.123,5647.236,5396.676,5520.291,5351.157,5073.536,4776.669,67
E06000011,68,5532,5124.747,5066.559,4747.168,4596.13,4617.243,4619.443,4650.01,4808.042,4903.549,5136.65,5038.772,5171.091,5428.208,5670.428,5796.951,5782.069,5737.754,5689.068,5615.268,5616.853,5646.747,5399.246,5524.536,5355.226,5078.632,68
E06000011,69,6296,5494.836,5094.776,5036.883,4723.994,4576.374,4599.185,4602.962,4631.792,4790.357,4887.263,5118.181,5024.578,5157.613,5412.841,5653.727,5780.05,5768.25,5725.528,5677.652,5607.032,5607.48,5637.125,5392.98,5519.447,5350.429,69
E06000011,70,4633,6216.748,5435.069,5040.264,4983.675,4678.503,4533.208,4558.31,4563.085,4590.82,4748.635,4845.781,5074.406,4984.662,5117.821,5370.313,5609.01,5734.896,5725.63,5684.478,5637.59,5569.959,5569.742,5599.312,5358.89,5485.715,70
E06000011,71,4270,4573.236,6134.264,5369.468,4979.089,4923.756,4627.398,4485.046,4512.152,4517.957,4544.512,4701.695,4799.663,5025.75,4940.063,5073.288,5323.013,5559.49,5684.821,5678.086,5638.803,5593.004,5528.404,5527.463,5557.037,5320.705,71
E06000011,72,4192,4217.262,4514.765,6052.418,5305.986,4921.387,4866.71,4577.47,4438.71,4467.835,4474.631,4500.299,4656.997,4755.7,4979.534,4897.556,5030.876,5277.85,5512.246,5637.064,5632.813,5595.269,5550.599,5488.873,5487.538,5517.125,72
E06000011,73,3930,4116.14,4145.236,4437.902,5944.338,5219.39,4842.343,4788.295,4507.814,4372.52,4403.787,4411.834,4436.359,4592.377,4691.769,4912.664,4834.549,4967.551,5211.356,5443.085,5566.781,5565.107,5529.425,5485.826,5427.424,5425.277,73
E06000011,74,3488,3837.897,4025.222,4053.474,4341.238,5811.7,5110.006,4741.988,4689.738,4418.899,4288.37,4321.488,4330.38,4354.387,4508.938,4608.275,4825.628,4751.438,4883.72,5123.319,5351.589,5474.013,5474.765,5441.114,5399.21,5344.075,74
E06000011,75,3104,3414.205,3762.275,3944.853,3979.081,4263.009,5700.383,5019.923,4659.182,4609.088,4346.767,4219.768,4254.716,4264.74,4288.188,4441.624,4541.342,4755.671,4685.259,4817.188,5053.378,5278.834,5400.295,5403.258,5371.471,5331.001,75
E06000011,76,3279,3021.02,3329.525,3671.168,3848.674,3884.894,4160.315,5564.623,4905.915,4553.932,4506.144,4252.904,4130.708,4167.028,4177.951,4201.173,4352.804,4452.146,4662.758,4596.217,4727.01,4959.076,5180.86,5301.05,5306.014,5276.343,76
E06000011,77,3187,3186.681,2941.786,3239.17,3575.342,3746.194,3785.733,4053.968,5422.519,4786.012,4443.699,4398.407,4154.562,4036.985,4074.6,4086.644,4109.73,4259.433,4358.453,4565.243,4502.666,4632.167,4860.136,5078.133,5197.035,5204.112,77
E06000011,78,3093,3095.602,3099.533,2862.241,3149.423,3479.506,3647.716,3687.824,3948.541,5282.259,4667.463,4335.332,4291.722,4057.49,3944.442,3983.423,3996.727,4019.31,4167.211,4266.026,4468.974,4410.325,4538.648,4762.589,4976.796,5094.294,78
E06000011,79,2975,2981.441,2989.285,2994.845,2769.7,3048.452,3367.595,3532.471,3573.376,3826.526,5120,4528.627,4208.115,4166.97,3942.932,3835.111,3875.133,3889.645,3911.978,4057.586,4155.712,4354.224,4299.625,4426.23,4645.302,4855.114,79
E06000011,80,2659,2843.817,2854.712,2868.472,2874.553,2661.297,2927.538,3236.828,3397.567,3438.701,3682.907,4928.644,4365.735,4058.261,4020.103,3807.553,3705.982,3747.295,3762.867,3785.21,3927.993,4025.207,4218.362,4168.386,4292.907,4506.093,80
E06000011,81,2447,2538.184,2719.664,2728.785,2745.117,2753.519,2551.072,2806.767,3105.458,3261.734,3303.092,3538.306,4736.999,4201.008,3906.725,3871.598,3670.358,3574.887,3617.407,3633.926,3656.265,3796.114,3892.176,4080.028,4034.42,4156.794,81
E06000011,82,2235,2326.151,2421.124,2592.461,2600.677,2618.182,2629.745,2438.807,2682.918,2970.847,3122.123,3164.059,3390.091,4539.974,4032.274,3751.486,3719.426,3530.012,3440.778,3484.441,3502.224,3524.463,3661.463,3756.606,3938.948,3897.879,82
E06000011,83,2061,2100.381,2190.065,2279.966,2442.142,2450.512,2471.764,2484.43,2306.453,2537.278,2812.602,2958.314,3000.224,3215.297,4307.334,3833.738,3568.138,3539.68,3363.457,3281.575,3326.224,3345.044,3367.564,3500.744,3594.387,3770.304,83
E06000011,84,1909,1929.414,1973.824,2056.905,2143.484,2296.673,2308.227,2330.752,2343.595,2178.309,2397.245,2660.309,2800.179,2842.102,3046.824,4083.733,3640.582,3390.704,3365.31,3202.009,3126.76,3172.262,3192.425,3214.89,3344.411,3436.639,84
E06000011,85,1736,1758.636,1783.212,1826.613,1907.819,1991.434,2133.028,2146.186,2170.17,2184.111,2032.561,2237.444,2485.847,2619.074,2660.655,2853.45,3827.11,3417.389,3185.38,3163.228,3014.013,2945.91,2991.628,3013.008,3035.327,3160.179,85
E06000011,86,1483,1574.842,1596.731,1622.767,1663.513,1740.902,1820.422,1950.812,1965.225,1990.102,2005.266,1868.899,2058.368,2290.012,2415.475,2456.22,2635.828,3538.452,3164.805,2952.493,2934.344,2800.085,2739.812,2785.361,2807.775,2829.965,86
E06000011,87,1303,1334.445,1420.233,1448.132,1473.409,1513.612,1583.685,1659.254,1780.437,1794.979,1820.464,1836.349,1714.294,1889.082,2104.716,2222.25,2261.966,2428.918,3263.788,2924.662,2730.423,2716.093,2595.827,2543.167,2588.531,2611.6,87
E06000011,88,1116,1151.055,1184.208,1257.995,1286.081,1310.093,1349.537,1414.451,1484.201,1594.694,1610.669,1636.812,1652.564,1545.533,1704.883,1902.696,2011.826,2050.513,2203.406,2964.329,2661.372,2488.108,2476.963,2372.043,2326.78,2371.596,88
E06000011,89,911,978.494,1008.621,1044.827,1106.478,1133.479,1157.556,1194.599,1255.266,1318.897,1418.998,1435.62,1461.575,1477.967,1384.712,1529.02,1709.24,1809.989,1847.354,1986.696,2675.269,2407.692,2253.509,2245.742,2154.679,2116.585,89
E06000011,90,3587,3553.741,3599.892,3676.519,3773.192,3901.798,4029.699,4159.236,4303.395,4480.057,4686.488,4947.635,5187.209,5416.268,5625.97,5725.402,5936.987,6279.194,6666.171,7032.428,7464.128,8433.348,9035.43,9411.689,9715.283,9887.409,90
E06000010,60,2699,2882.79,2919.585,2869.08,3042.882,3109.385,3244.185,3232.923,3214.205,3160.483,3100.949,3164.911,3009.748,2994.655,2833.723,3005.07,2938.937,2848.956,2651.573,2554.834,2525.474,2332.794,2369.993,2553.328,2650.692,2666.187,60
E06000010,61,2546,2659.036,2838.386,2876.379,2826.215,2996.158,3063.938,3197.03,3187.213,3169.466,3117.416,3059.472,3121.785,2970.777,2956.748,2798.647,2966.918,2901.502,2812.122,2618.017,2523.024,2493.652,2304.246,2341.516,2523.013,2619.031,61
E06000010,62,2593,2505.571,2619.035,2793.493,2833.171,2783.63,2951.12,3019.211,3150.947,3142.494,3125.862,3075.265,3018.742,3079.453,2932.552,2919.61,2764.046,2929.37,2864.482,2775.782,2584.832,2491.437,2462.071,2275.66,2313.107,2492.719,62
E06000010,63,2565,2554.322,2469.539,2581.856,2752.256,2793.142,2745.21,2909.694,2978.008,3108.592,3101.546,3086.116,3036.899,2981.827,3041.115,2898.164,2886.205,2733.13,2895.672,2831.45,2743.469,2555.502,2463.659,2434.321,2250.8,2288.468,63
E06000010,64,2438,2522.112,2511.349,2429.712,2542.058,2708.436,2749.84,2702.908,2864.871,2933.395,3062.491,3056.617,3042.167,2994.325,2940.615,2998.647,2859.355,2848.323,2697.814,2857.715,2794.159,2707.092,2522.145,2431.933,2402.786,2222.144,64
E06000010,65,2459,2398.397,2481.907,2471.502,2392.248,2503.729,2666.38,2708.187,2662.632,2821.836,2890.325,3017.927,3013.165,2999.761,2953.384,2901.118,2957.902,2822.164,2811.966,2664.217,2821.346,2758.643,2672.56,2490.771,2402.179,2373.322,65
E06000010,66,2343,2411.031,2353.38,2435.422,2425.798,2348.44,2458.692,2617.959,2660.332,2616.035,2772.307,2840.458,2966.69,2962.824,2950.717,2905.733,2855.053,2910.6,2778.924,2769.633,2624.865,2779.119,2717.32,2632.623,2454.417,2367.622,66
E06000010,67,2406,2293.516,2361.12,2303.547,2384.959,2377.393,2301.26,2410.049,2565.874,2608.753,2565.897,2718.976,2786.74,2911.313,2908.346,2897.329,2853.744,2804.571,2859.038,2731.079,2722.65,2581.02,2732.462,2671.651,2588.376,2413.857,67
E06000010,68,2650,2355.63,2248.408,2312.218,2255.731,2334.497,2328.678,2254.857,2361.803,2514.309,2557.391,2515.897,2665.955,2733.23,2856.162,2854.099,2844.173,2802.032,2754.343,2807.714,2683.478,2675.854,2537.302,2685.886,2626.121,2544.261,68
E06000010,69,2723,2588.024,2302.544,2195.534,2260.173,2205.346,2282.367,2277.101,2205.583,2311.311,2460.152,2503.071,2463.012,2610.07,2676.969,2798.121,2796.965,2788.045,2747.424,2701.31,2753.658,2633.092,2626.292,2490.934,2636.704,2578.051,69
E06000010,70,2014,2664.737,2531.489,2251.931,2149.776,2213.058,2159.695,2234.851,2230.361,2161.3,2265.491,2411.093,2454.214,2415.397,2559.87,2626.335,2746.033,2745.642,2737.754,2698.435,2653.798,2705.163,2588.147,2582.096,2449.568,2592.771,70
E06000010,71,1797,1954.814,2591.145,2459.864,2191.33,2092.301,2153.571,2102.562,2175.826,2172.446,2105.658,2208.14,2350.437,2393.768,2356.309,2497.762,2563.509,2681.505,2681.828,2675.159,2637.286,2594.357,2644.616,2531.777,2526.561,2397.341,71
E06000010,72,1709,1751.185,1906.656,2529.066,2400.171,2141.754,2044.712,2104.149,2055.126,2126.896,2124.467,2059.802,2160.791,2300.146,2343.627,2307.538,2446.215,2511.414,2627.784,2628.876,2623.216,2586.739,2545.305,2594.625,2485.287,2480.804,72
E06000010,73,1712,1651.18,1691.565,1839.912,2441.826,2315.693,2071.613,1978.47,2035.1,1988.813,2058.556,2057.546,1995.728,2094.723,2230.259,2273.844,2239.469,2374.579,2438.813,2553.1,2555.023,2550.765,2516.017,2476.63,2524.767,2420.294,73
E06000010,74,1448,1655.275,1600.094,1635.983,1778.457,2365.983,2242.745,2008.055,1918.665,1973.213,1929.819,1997.477,1997.386,1938.258,2035.506,2167.518,2211.186,2178.291,2310.147,2373.547,2485.87,2488.531,2485.558,2452.416,2414.881,2461.893,74
E06000010,75,1374,1395.484,1596.447,1544.852,1579.14,1718.335,2287.157,2167.38,1942.422,1857.36,1909.57,1868.476,1933.994,1934.782,1878.339,1973.675,2101.824,2145.535,2113.907,2242.309,2304.604,2414.798,2418.083,2416.31,2384.611,2348.896,75
E06000010,76,1450,1324.101,1348.467,1540.103,1492.393,1524.995,1661.708,2212.717,2095.882,1880.511,1799.665,1849.816,1810.979,1874.433,1876.218,1822.374,1916.076,2040.696,2084.576,2054.12,2179.449,2240.739,2349.113,2353,2352.501,2322.201,76
E06000010,77,1514,1398.625,1280.665,1305.212,1489.956,1446.649,1477.815,1610.971,2145.757,2032.439,1825.512,1748.287,1796.571,1759.691,1821.545,1824.092,1772.68,1864.55,1985.931,2029.791,2000.699,2123.031,2183.516,2289.946,2294.586,2295.05,77
E06000010,78,1389,1439.257,1333.298,1222.466,1246.576,1426.533,1385.062,1414.998,1543.669,2057.63,1949.239,1752.35,1679.768,1725.811,1691.452,1751.212,1754.527,1706.056,1795.631,1912.822,1956.513,1928.858,2047.398,2106.613,2210.483,2215.82,78
E06000010,79,1406,1319.713,1371.788,1271.667,1168.514,1192.23,1364.582,1327.276,1356.263,1480.47,1974.289,1870.701,1683.682,1615.42,1659.355,1627.31,1685.177,1689.337,1643.801,1730.946,1844.201,1887.694,1861.772,1976.605,2034.75,2136.061,79
E06000010,80,1271,1325.532,1248.27,1298.387,1205.55,1107.963,1132.917,1297,1263.711,1291.834,1410.858,1883.101,1784.309,1607.966,1544.203,1585.931,1556.245,1612.068,1617.044,1574.644,1658.98,1767.849,1810.858,1786.907,1897.493,1954.497,80
E06000010,81,1158,1190.477,1245.586,1174.459,1222.744,1138.295,1046.847,1071.921,1227.539,1198.33,1225.672,1339.268,1788.895,1695.284,1529.776,1470.571,1510.123,1482.796,1536.532,1542.312,1503.051,1584.395,1688.753,1731.168,1709.188,1815.413,81
E06000010,82,1068,1069.906,1101.762,1153.739,1088.996,1134.727,1059.454,975.369,1000.091,1145.831,1120.803,1147.362,1254.471,1677.219,1589.942,1436.678,1382.631,1419.855,1395.145,1446.431,1452.981,1417.268,1494.87,1593.857,1635.259,1615.607,82
E06000010,83,972,980.025,982.22,1012.842,1060.452,1004.656,1048.114,980.286,904.124,928.171,1064.23,1043.263,1068.24,1169.013,1564.423,1483.283,1342.367,1293.373,1328.104,1306.167,1354.667,1361.974,1329.623,1403.669,1497.167,1537.599,83
E06000010,84,913,884.981,896.03,897.05,929.419,972.595,923.768,964.553,903.975,835.535,858.726,985.148,967.734,991.333,1085.811,1454.218,1379.119,1249.998,1205.862,1238.258,1218.943,1264.778,1272.674,1243.563,1313.912,1401.922,84
E06000010,85,829,816.925,795.802,808.407,813.629,843.305,882.147,840.002,878.53,825.87,764.743,786.748,903.25,889.568,911.338,999.346,1339.88,1270.758,1153.697,1114.526,1144.278,1127.728,1170.534,1179.009,1153.134,1219.849,85
E06000010,86,765,729.218,722.937,706.35,719.427,728.885,754.08,790.409,754.82,790.666,745.445,691.336,712.641,818.839,808.591,829.161,909.966,1221.48,1159.312,1054.272,1020.07,1047.376,1033.332,1073.285,1082.238,1059.876,86
E06000010,87,619,666.976,637.989,635.198,622.827,634.616,644.557,668.482,702.221,672.253,704.936,666.32,619.123,639.583,735.612,728.211,747.633,821.283,1104.133,1048.437,955,925.389,950.316,938.526,975.582,984.804,87
E06000010,88,524,535.478,577.875,554.164,552.374,543.307,555.72,565.467,587.511,618.702,593.824,623.579,590.803,549.758,569.412,655.587,650.515,668.892,735.494,990.807,941.067,858.403,833.214,855.946,846.224,880.622,88
E06000010,89,429,433.241,444.268,477.808,456.18,456.6,453.456,463.748,472.958,493.063,520.457,501.508,527.466,501.63,468.279,486.101,560.461,558.016,574.254,632.683,853.959,811.682,742.181,721.934,742.039,734.982,89
E06000010,90,1549,1501.752,1472.373,1457.034,1467.192,1473.899,1482.164,1488.618,1505.732,1532.203,1575.814,1636.867,1676.077,1732.695,1761.685,1760.774,1779.615,1861.117,1932.594,2009.053,2122.351,2404.929,2604.363,2710.824,2780.257,2850.692,90
E06000012,60,1946,1922.587,2049.115,2059.775,2084.836,2236.156,2260.536,2313.917,2250.018,2263.612,2248.09,2185.247,2136.785,2191.775,2045.298,2164.081,2073.851,1860.468,1759.437,1685.253,1633.394,1538.6,1551.294,1711.658,1771.654,1824.89,60
E06000012,61,1825,1928.201,1906.713,2033.608,2044.414,2069.518,2218.704,2243.874,2297.393,2235.307,2249.322,2234.01,2172.568,2124.635,2179.3,2034.736,2151.911,2062.635,1852.072,1751.74,1678.497,1627.042,1533.69,1546.534,1705.943,1766.161,61
E06000012,62,1896,1810.263,1913.129,1892.549,2018.812,2030.697,2055.258,2203.095,2228.847,2282.361,2222,2236.275,2221.156,2160.967,2113.395,2167.792,2024.844,2140.574,2052.087,1843.991,1744.197,1671.774,1620.667,1528.601,1541.543,1700.22,62
E06000012,63,1821,1879.31,1795.721,1897.736,1877.464,2003.11,2015.165,2040.119,2186.371,2212.612,2266.05,2207.5,2222.139,2207.221,2148.513,2101.337,2155.426,2014.473,2128.708,2041.187,1835.83,1736.763,1665.32,1614.638,1523.897,1537.076,63
E06000012,64,1764,1802.024,1858.582,1777.885,1878.212,1859.457,1983.453,1995.697,2021.187,2165.48,2192.291,2245.476,2188.877,2203.913,2189.28,2132.107,2085.45,2139.074,2000.461,2112.833,2026.529,1824.313,1726.091,1655.663,1605.517,1516.24,64
E06000012,65,1778,1741.452,1777.898,1834.234,1756.5,1854.974,1837.243,1959.593,1972.535,1997.954,2140.192,2167.399,2220.389,2165.612,2181.091,2166.84,2111.006,2065.175,2118.45,1981.931,2092.793,2007.584,1808.535,1711.384,1642.098,1592.574,65
E06000012,66,1794,1758.204,1723.792,1759.902,1816.596,1739.43,1836.939,1820.312,1941.59,1955.131,1980.106,2120.88,2148.516,2201.476,2148.19,2164.067,2150.193,2095.412,2050.302,2103.385,1968.4,2078.116,1993.735,1797.208,1700.877,1632.542,66
E06000012,67,1845,1775.675,1739.971,1706.131,1741.073,1797.869,1722.619,1818.938,1803.207,1923.331,1937.583,1962.413,2101.652,2129.768,2182.73,2131.005,2147.331,2133.88,2080.175,2035.844,2088.77,1955.397,2063.978,1980.533,1786.508,1690.98,67
E06000012,68,1953,1819.52,1753.835,1718.675,1684.862,1719.136,1775.593,1702.405,1797.43,1782.579,1901.132,1915.714,1940.83,2078.199,2106.659,2159.35,2109.374,2126.018,2112.9,2060.661,2016.948,2069.478,1938.386,2045.507,1963.208,1772.203,68
